Urutan,id_cust,Status,Cukur_ke,Capster,Hari,Tanggal,keterangan,Bayar,Haircut,Haircolor,Creambath,Shaving,Vitamin,Powder A,Powder B,Pomade 1,Pomade 2,Pomade 3,Pomade 4,Pomade 5,Pomade 6,Pomade 7,Pomade 8,Pomade 9,Conditioner,Hairtonic,Total Payment
2008,28158908Baety,baru,1,yud,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2009,24Rihru,lama,2,irh,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2010,25727414AtAtt,baru,1,yud,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2011,25546422Batia,lama,3,iif,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2012,2816704Noyon,lama,5,yud,senin,28/03/2022,,QRIS,35000,,,,,,,,,,,,,,,,,20000,55000
2013,2816704FaFai,baru,1,iif,senin,28/03/2022,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
2014,2816704Ikksa,baru,1,irh,senin,28/03/2022,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
2015,2583036Diitr,baru,1,iif,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2016,25655033TiC 7,baru,1,irh,senin,28/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2017,25537778Diasi,lama,4,yud,senin,28/03/2022,,Cash,35000,,70000,,90000,,,,,,,,,,,,,,195000
2018,26739786Trmma,lama,4,iif,senin,28/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,20000,65000
2019,25506715Ruali,lama,7,irh,selasa,29/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2020,2818907Lag B,baru,1,yud,selasa,29/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
2021,25502192Anwoj,lama,4,iif,selasa,29/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2022,0BuAki,baru,1,yud,selasa,29/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,,45000
2023,25484093Ralla,baru,1,irh,selasa,29/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2024,25538445EkD 7,lama,2,yud,selasa,29/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2025,25520312Rawir,baru,1,iif,selasa,29/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2026,26921236Wayud,baru,1,irh,selasa,29/03/2022,,Cash,35000,,,10000,,,,,,,,,,,,,,,45000
2027,25541109Haant,lama,2,yud,rabu,30/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2028,25853399Riizk,baru,1,yud,rabu,30/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2029,25800202Mi Li,lama,3,iif,rabu,30/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2030,26880842M.lla,lama,3,irh,rabu,30/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2031,26793621Guawa,baru,1,iif,rabu,30/03/2022,,Cash,35000,,,,,,35000,,,,,,,,,,,,70000
2032,25792588Im Aj,lama,5,irh,rabu,30/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2033,26880430Alduk,baru,1,yud,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
2034,26957108Egfar,baru,1,iif,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2035,26907354Akepo,baru,1,irh,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2036,25538710SaHad,lama,4,iif,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2037,28156414Riuza,baru,1,yud,kamis,31/03/2022,,Cash,35000,60000,,,,,,,,,,,,,,,,,95000
2038,25513407DiDio,lama,5,irh,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2039,25537876Deawa,baru,1,irh,kamis,31/03/2022,,Cash,35000,,70000,,,,,,,,,,,,,,,,105000
2040,25512447Arudi,lama,5,yud,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2041,27586268Nuant,lama,2,irh,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2042,26880614Riarj,lama,2,irh,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,20000,55000
2043,25546124Diidi,baru,1,yud,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2044,28135773Advar,lama,2,irh,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2045,25507554Genaw,baru,1,irh,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
2046,2823913Biety,baru,1,yud,kamis,31/03/2022,,Cash,35000,,,,,,,,,,,,,,,,,,35000
