Urutan,id_cust,Status,Cukur_ke,Capster,Hari,Tanggal,keterangan,Bayar,Haircut,Haircolor,Creambath,Shaving,Vitamin,Powder A,Powder B,Pomade 1,Pomade 2,Pomade 3,Pomade 4,Pomade 5,Pomade 6,Pomade 7,Pomade 8,Pomade 9,Conditioner,Hairtonic,Total Payment
244,28158644Indan,baru,1,irh,rabu,06/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
245,26920024Krisn,baru,1,irh,rabu,06/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
246,26763785Toant,baru,1,irh,kamis,07/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
247,25747808TrTr,baru,1,irh,kamis,07/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
248,2550242ToTon,baru,1,irh,kamis,07/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
249,25506921Miald,lama,3,irh,kamis,07/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
250,26924977Zack ,lama,2,irh,kamis,07/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
251,26893602Ippun,lama,2,irh,kamis,07/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
252,27562441Wiisn,baru,1,irh,jumat,08/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
253,25513407DiDio,baru,1,irh,jumat,08/10/2021,,Cash,35000,175000,,,,,,,,,,,,,,,,,210000
254,27585946RoRoz,lama,2,irh,jumat,08/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
255,2551553Aggun,baru,1,irh,jumat,08/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
256,AmAma,lama,2,irh,jumat,08/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
257,25538064Riiza,baru,1,irh,jumat,08/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
258,26936494Rigun,baru,1,irh,jumat,08/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
259,Andre,lama,2,irh,sabtu,09/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
260,25506713FaFa,baru,1,irh,sabtu,09/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
261,25506713FaFa,baru,1,irh,sabtu,09/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
262,27554328Geutr,baru,1,irh,sabtu,09/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
263,26753914Agyon,baru,1,irh,sabtu,09/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
264,25537778Diasi,baru,1,irh,sabtu,09/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
265,26991116Mucil,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
266,25506251Vicil,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
267,2688915Xacil,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
268,27587600Rerej,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
269,25538000AlAlw,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
270,25506596Allme,lama,2,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
271,26920370Biomo,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
272,281144523Fary ,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
273,2550627Nyoma,lama,2,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
274,26958760Addis,baru,1,irh,minggu,10/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
275,25842937Ratai,baru,1,irh,senin,11/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
276,27586587Saand,lama,2,irh,senin,11/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
277,26957809Haant,baru,1,irh,senin,11/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
278,25507322Apant,baru,1,irh,senin,11/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
279,26908036DrVia,baru,1,irh,senin,11/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
280,27568896Ruala,baru,1,irh,senin,11/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
281,Faisa,baru,1,irh,selasa,12/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
282,Yam R,baru,1,irh,selasa,12/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
283,ToNaf,baru,1,irh,selasa,12/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
284,25537835Arawa,baru,1,irh,rabu,13/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
285,27593615EzEzr,baru,1,irh,rabu,13/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
286,25820902BaBay,baru,1,irh,rabu,13/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
287,25506922Saakt,baru,1,irh,kamis,14/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
288,Baagu,baru,1,irh,kamis,14/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
289,Saifu,baru,1,irh,kamis,14/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
290,25506715Ruali,baru,1,irh,jumat,15/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
291,25524100Mamma,lama,2,irh,jumat,15/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
292,25821615Nouva,baru,1,irh,jumat,15/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
293,25821328Krant,baru,1,irh,jumat,15/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
294,25819231Reend,lama,2,irh,jumat,15/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
295,25503451Azhel,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
296,26919431Diant,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
297,25538126Mahab,lama,2,irh,sabtu,16/10/2021,,Cash,35000,60000,,,,,,,,,,,,,,,,,95000
298,28161690Yosep,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
299,Mikae,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
300,Hakae,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
301,Adkae,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
302,27575339AgAgi,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
303,2767886Kuroh,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
304,26912039Ma Tr,baru,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
305,27538691Yanua,lama,1,irh,sabtu,16/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
306,26895716Yudan,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
307,25537760Deand,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
308,25511313Suima,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
309,26722611ArTap,lama,2,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
310,25523236Arars,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
311,28160752Rigga,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
312,26880934Lukor,lama,3,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
313,26762945Ke Sh,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
314,25824754Allfa,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
315,25792595Haami,lama,2,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
316,26739130Tigo ,baru,1,irh,minggu,17/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
317,26858588ArAr,baru,1,irh,senin,18/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
318,25507637Muzal,lama,2,irh,selasa,19/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
319,26983443Macel,baru,1,irh,selasa,19/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
320,25821683Yodiy,lama,2,irh,selasa,19/10/2021,,Cash,35000,60000,,,,,,,,,,,,,,,,,95000
321,25515624GaLas,lama,2,irh,selasa,19/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
322,25515336HeHer,baru,1,irh,selasa,19/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
323,27704639RiRic,baru,1,irh,selasa,19/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
324,25507807Ragar,baru,1,irh,selasa,19/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
325,25538573Sulta,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
326,26795074MaMad,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
327,2825477Mathe,lama,2,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
328,25477587NiNik,baru,1,irh,rabu,20/10/2021,,Cash,35000,60000,,,,,,,,,,,,,,,,,95000
329,27709143Prety,lama,2,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
330,25862212Eddwi,lama,2,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
331,25791878Trisn,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
332,25791878Alsno,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
333,26770892Lehma,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
334,25500079DeDen,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
335,25500079Ateni,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
336,26323786Seeni,baru,1,irh,rabu,20/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
,,,,,kamis,21/10/2021,LIBUR (TUTUP),Cash,35000,,,,,,,,,,,,,,,,,,35000
,,,,,jumat,22/10/2021,LIBUR (TUTUP),Cash,35000,,,,,,,,,,,,,,,,,,35000
,,,,,sabtu,23/10/2021,LIBUR (TUTUP),Cash,35000,,,,,,,,,,,,,,,,,,35000
337,25515435Evant,lama,2,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
338,25537953Daavi,baru,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
339,FaFai,lama,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
340,2816704Noyon,lama,2,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
341,25513197Alulu,lama,2,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
342,25507262Heend,baru,1,irh,minggu,24/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
343,25507361Riizk,lama,3,irh,minggu,24/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
344,25820628Petru,baru,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
345,25790506ImIma,baru,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
346,27706481Faaja,baru,1,irh,minggu,24/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
347,25515630Haant,baru,1,irh,minggu,24/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
348,25821415Dwety,baru,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
349,27575335Fedwi,baru,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
350,25820990Haani,baru,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
351,#VALUE!,baru,1,irh,minggu,24/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
352,25686161Sudon,baru,1,irh,senin,25/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
353,25853470Afikr,lama,2,irh,senin,25/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
354,26740627Ippun,lama,2,irh,senin,25/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
355,Riiza,lama,2,irh,senin,25/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
356,26925351Roobi,baru,1,irh,selasa,26/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
357,Vinak,baru,1,irh,selasa,26/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
358,26920300ApAp,baru,1,irh,selasa,26/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
359,25792297Ghfar,baru,1,irh,selasa,26/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
360,254762Deawa,lama,2,irh,selasa,26/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
361,25514812ToTom,baru,1,irh,rabu,27/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
362,27538275Rasaf,baru,1,irh,rabu,27/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
363,26946161Atahi,baru,1,irh,kamis,28/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
364,25513313Stns2,lama,3,irh,kamis,28/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
365,25548375Elair,baru,1,irh,kamis,28/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
366,25791953ZaZak,lama,2,irh,kamis,28/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
367,25537778Diasi,lama,2,irh,kamis,28/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
368,27554406Noova,baru,1,irh,kamis,28/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
369,25539221HeHer,baru,1,irh,jumat,29/10/2021,,Cash,35000,60000,,,,,,,,,,,,,,,,,95000
370,25821422Mauli,baru,1,irh,jumat,29/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
371,25531371Toopa,baru,1,irh,jumat,29/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
372,25853817Dimuk,baru,1,irh,jumat,29/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
373,25538045Suand,baru,1,irh,jumat,29/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
374,26739105Wiawa,lama,2,irh,sabtu,30/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
375,26936593Reesh,baru,1,irh,sabtu,30/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
376,25789556Buawa,lama,2,irh,sabtu,30/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
377,25786766FuFua,baru,1,irh,sabtu,30/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
378,26739786Trmma,baru,1,irh,sabtu,30/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
379,26331217TeTed,baru,2,irh,sabtu,30/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
380,25791724Antam,baru,1,irh,sabtu,30/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
381,25523236Arars,lama,2,irh,sabtu,30/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
382,Baagu,lama,2,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
383,Elagu,lama,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
384,28135773Advar,baru,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
385,28135773Nivil,lama,2,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
386,27585691Heawa,baru,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
387,281162323Argit,baru,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
388,25506486Disar,baru,1,irh,minggu,31/10/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
389,25617758SuSud,baru,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
390,26331408Madau,baru,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
391,27585291Faham,baru,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
392,27586782Anawa,baru,1,irh,minggu,31/10/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
393,26910801Krisn,lama,2,irh,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
394,26759085Agade,baru,1,irh,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
395,28107909Munae,baru,1,iif,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
396,28112957Muutr,baru,1,irh,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
397,281282234Irsya,lama,2,iif,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
398,25852147Fisya,baru,1,irh,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
399,25539237Areza,baru,1,iif,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
400,25539237ReRez,lama,2,irh,senin,01/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
401,25819919FaFaq,baru,1,iif,selasa,02/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
402,25537087Anety,baru,1,iif,selasa,02/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
403,25793045Rosse,baru,1,irh,selasa,02/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
404,27585483NdWon,baru,1,iif,selasa,02/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
405,28165791Rawan,baru,1,irh,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
406,26763785Toant,lama,2,iif,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
407,25818727Riisk,lama,3,irh,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
408,25793545AgAgi,lama,2,irh,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
409,25543244Rorwa,baru,1,iif,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
410,2547607AmAmi,lama,2,irh,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
411,26926785Yoche,lama,2,irh,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
412,#VALUE!,baru,1,iif,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
425,2548320Paska,lama,2,irh,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
413,25792106Iqqba,baru,1,iif,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
414,25792106Heqba,baru,1,irh,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
415,281228519Bruka,baru,1,iif,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
416,25793467Iqiat,baru,1,irh,rabu,03/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
417,27585145Diima,baru,1,iif,kamis,04/11/2021,,Cash,35000,,,,,,,,,,,,35000,,,,,,70000
418,26098245Maksu,baru,1,irh,kamis,04/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
419,Adnak,lama,1,irh,kamis,04/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
420,25538381Faari,baru,1,iif,kamis,04/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
421,25791868Honel,baru,1,irh,kamis,04/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
422,25821587Leard,baru,1,iif,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
423,27586768Adawa,lama,3,iif,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
424,25718825Asllo,lama,3,irh,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
426,25509399Hiros,baru,1,iif,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
427,2560727Heant,baru,1,irh,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
428,25824402Muasa,baru,1,iif,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
429,2547123BoBow,baru,1,iif,jumat,05/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
430,28104542Reesh,baru,1,irh,sabtu,06/11/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
431,25821730SaSaf,baru,1,iif,sabtu,06/11/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
432,28159217Allme,lama,2,irh,sabtu,06/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
433,28159217Balme,lama,1,iif,sabtu,06/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
434,2550712Guust,baru,1,irh,sabtu,06/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
435,paifi,lama,2,iif,sabtu,06/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
436,2563936Moifi,lama,2,irh,sabtu,06/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
437,25507923M.Fai,baru,1,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
438,25680867Wilia,baru,1,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
439,25627302AsAsk,baru,1,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
440,26773212Mengk,baru,1,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
441,26895716Yudan,lama,2,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
442,25792672Nurdi,baru,1,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
443,25477587NiNik,lama,2,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
444,26773212Bogki,baru,1,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
445,25523236Arars,lama,3,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
446,25853681Illma,baru,1,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
447,26921177Saudi,baru,1,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
448,25513407DiDio,lama,2,irh,minggu,07/11/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
449,25540668Saand,baru,1,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
450,25830034Salma,lama,2,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
451,25506883Paanj,baru,1,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
452,2563692Alamr,baru,1,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
453,2817662Soole,baru,1,irh,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
454,26962917Waahy,baru,1,iif,minggu,07/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
455,2823031HeHer,baru,1,irh,senin,08/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
456,25728532Fal 9,baru,1,iif,senin,08/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
457,26919532Waahy,baru,1,irh,senin,08/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
458,25803155MuIma,baru,1,iif,senin,08/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
459,25506597Rooma,baru,1,irh,senin,08/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
460,25477587M.Nik,lama,3,iif,senin,08/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
461,25514241Aldia,baru,1,irh,senin,08/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
462,25506921Miald,lama,4,iif,senin,08/11/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
463,25539390Zack ,lama,2,irh,senin,08/11/2021,,QRIS,35000,,,,,,,,,,,,,,,,,,35000
464,25513204Faahr,lama,2,iif,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
465,2825754M.Ard,baru,1,irh,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
466,25853031ReRe,baru,1,iif,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
467,25506715Ruali,lama,2,irh,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
468,26739050Fa A.,baru,1,iif,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
469,AiAi,lama,2,irh,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
470,26328612Faahm,baru,1,iif,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
471,25817488Symsu,lama,3,irh,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
472,25792167BuBud,baru,1,iif,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
473,26920260M.ekt,baru,1,irh,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
474,28158296AxAxx,baru,1,irh,selasa,09/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
475,ViVir,lama,2,iif,rabu,10/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
476,27586268Krant,baru,1,irh,rabu,10/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
477,27586587Saand,lama,3,iif,kamis,11/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
478,25819231Reend,lama,3,irh,kamis,11/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
479,25515394Heawa,lama,,iif,kamis,11/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
480,M.akt,lama,,irh,kamis,11/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
481,25819700DaDan,baru,1,iif,kamis,11/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
482,Muizk,lama,,irh,kamis,11/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
483,28158241Anndr,baru,1,iif,kamis,11/11/2021,,Cash,35000,,,,,,,,,,,,,,,,,,35000
